Geschlecht,Familienstand,Alter,Kinder,Bildungsstand,Beruf,Jahresgehalt,Immobilienbesitz,Versicherungstarif
weiblich,geschieden,67,0,Bachelor,im Ruhestand,25800,keiner,Tarif D
maennlich,ledig,2,0,Keine,kein,0,keiner,ablehnen
maennlich,verheiratet,23,0,Bachelor,angestellt,64450,Eigentumswohnung,Tarif B
maennlich,verheiratet,71,1,Realschule,im Ruhestand,38300,Eigentumswohnung,Tarif B
weiblich,ledig,50,0,Bachelor,verbeamtet,95850,keiner,Tarif B
maennlich,ledig,42,0,Lehre,kein,9300,keiner,Tarif B
maennlich,ledig,6,0,Keine,kein,0,keiner,ablehnen
maennlich,geschieden,61,1,Abitur,selbständig,72200,keiner,Tarif B
maennlich,ledig,17,0,Hauptschule,kein,0,keiner,ablehnen
maennlich,verwitwet,47,2,Keine,kein,10000,keiner,Tarif B
weiblich,verwitwet,82,0,Lehre,selbständig,102000,Mehrfamilienhaus,Tarif B
weiblich,verheiratet,52,1,Master,angestellt,55060,keiner,Tarif A
weiblich,ledig,28,0,Bachelor,angestellt,86720,Einfamilienhaus,Tarif B
weiblich,ledig,55,0,Bachelor,angestellt,88850,keiner,Tarif B
maennlich,ledig,16,0,Keine,kein,0,keiner,ablehnen
maennlich,ledig,28,0,Master,verbeamtet,89940,Einfamilienhaus,Tarif A
weiblich,ledig,80,0,Lehre,angestellt,99600,keiner,Tarif B
weiblich,ledig,17,0,Hauptschule,kein,0,keiner,ablehnen
maennlich,ledig,8,0,Keine,kein,0,keiner,ablehnen
weiblich,verwitwet,45,0,Lehre,angestellt,95675,keiner,Tarif B
weiblich,geschieden,36,0,Promotion,angestellt,78820,keiner,Tarif B
weiblich,verheiratet,24,1,Realschule,angestellt,77020,Eigentumswohnung,Tarif A
maennlich,ledig,14,0,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,30,2,Hauptschule,arbeitend,25100,keiner,Tarif A
maennlich,verheiratet,58,1,Lehre,angestellt,92950,keiner,Tarif A
weiblich,verheiratet,69,0,Realschule,angestellt,98270,keiner,Tarif A
weiblich,ledig,25,0,Bachelor,angestellt,84075,keiner,Tarif B
weiblich,verheiratet,42,1,Abitur,kein,9400,keiner,Tarif B
weiblich,verheiratet,27,0,Bachelor,verbeamtet,66785,keiner,Tarif B
maennlich,verheiratet,63,1,Bachelor,angestellt,67060,Eigentumswohnung,Tarif A
maennlich,verheiratet,62,1,Lehre,kein,9200,keiner,Tarif B
weiblich,verheiratet,60,1,Bachelor,angestellt,66400,keiner,Tarif A
maennlich,geschieden,57,1,Lehre,arbeitend,31730,keiner,Tarif B
weiblich,verwitwet,38,3,Bachelor,verbeamtet,46290,keiner,Tarif A
maennlich,verheiratet,57,0,Bachelor,angestellt,57230,keiner,Tarif A
maennlich,ledig,41,0,Bachelor,angestellt,64030,Einfamilienhaus,Tarif B
maennlich,ledig,46,0,Bachelor,angestellt,67310,Eigentumswohnung,Tarif B
weiblich,ledig,14,0,Keine,kein,0,keiner,ablehnen
maennlich,ledig,26,0,Master,arbeitend,25550,keiner,Tarif B
weiblich,ledig,49,0,Bachelor,angestellt,78420,keiner,Tarif B
weiblich,ledig,53,0,Bachelor,angestellt,78375,Mehrfamilienhaus,Tarif B
weiblich,ledig,10,0,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,32,2,Abitur,angestellt,65080,keiner,Tarif A
maennlich,verwitwet,46,0,Lehre,arbeitend,30110,keiner,Tarif B
weiblich,geschieden,41,0,Bachelor,angestellt,80695,Einfamilienhaus,Tarif B
maennlich,ledig,20,0,Abitur,kein,9900,keiner,Tarif C
maennlich,verheiratet,36,3,Lehre,selbständig,106600,Eigentumswohnung,Tarif A
weiblich,ledig,28,0,Lehre,arbeitend,25600,keiner,Tarif B
maennlich,geschieden,36,2,Lehre,selbständig,58600,keiner,Tarif A
maennlich,ledig,22,0,Abitur,selbständig,106500,keiner,Tarif B
weiblich,ledig,29,1,Lehre,kein,9700,keiner,Tarif B
maennlich,ledig,63,0,Bachelor,arbeitend,31555,keiner,Tarif B
weiblich,geschieden,71,1,Bachelor,selbständig,70200,Einfamilienhaus,Tarif B
maennlich,ledig,16,0,Keine,kein,0,keiner,ablehnen
weiblich,verheiratet,46,1,Lehre,selbständig,74200,keiner,Tarif A
weiblich,geschieden,60,1,Lehre,arbeitend,33200,Mehrfamilienhaus,Tarif B
maennlich,ledig,72,0,Realschule,im Ruhestand,30700,keiner,Tarif C
maennlich,verheiratet,64,0,Lehre,kein,9900,keiner,Tarif B
maennlich,verheiratet,55,1,Bachelor,selbständig,96400,Einfamilienhaus,Tarif A
weiblich,ledig,10,0,Keine,kein,0,keiner,ablehnen
weiblich,geschieden,60,0,Lehre,arbeitend,25600,keiner,Tarif B
maennlich,ledig,56,0,Master,angestellt,51240,Eigentumswohnung,Tarif B
weiblich,geschieden,34,0,Lehre,arbeitend,30160,keiner,Tarif B
maennlich,geschieden,39,1,Lehre,arbeitend,29115,keiner,Tarif B
maennlich,verheiratet,62,0,Lehre,kein,8600,keiner,Tarif B
weiblich,verheiratet,67,1,Bachelor,im Ruhestand,27400,Eigentumswohnung,Tarif B
maennlich,geschieden,47,0,Hauptschule,arbeitend,31230,keiner,Tarif B
maennlich,verheiratet,50,0,Lehre,arbeitend,33050,keiner,Tarif A
maennlich,ledig,48,0,Bachelor,selbständig,70400,Eigentumswohnung,Tarif B
weiblich,geschieden,51,0,Bachelor,verbeamtet,73305,Einfamilienhaus,Tarif B
maennlich,ledig,36,0,Bachelor,kein,9600,keiner,Tarif B
maennlich,ledig,33,0,Abitur,selbständig,75300,keiner,Tarif A
weiblich,verheiratet,36,3,Lehre,verbeamtet,74800,keiner,Tarif A
maennlich,verheiratet,34,1,Bachelor,angestellt,72850,Eigentumswohnung,Tarif A
maennlich,verheiratet,30,1,Bachelor,verbeamtet,52700,keiner,Tarif A
maennlich,geschieden,45,2,Bachelor,angestellt,108225,Einfamilienhaus,Tarif A
maennlich,ledig,28,0,Master,angestellt,56580,Eigentumswohnung,Tarif B
weiblich,ledig,11,1,Keine,kein,0,keiner,ablehnen
maennlich,geschieden,50,1,Lehre,kein,9200,keiner,Tarif B
weiblich,verwitwet,39,0,Bachelor,angestellt,66655,keiner,Tarif B
weiblich,geschieden,30,1,Bachelor,selbständig,68000,Einfamilienhaus,Tarif B
weiblich,verheiratet,66,0,Bachelor,im Ruhestand,22600,keiner,Tarif C
weiblich,geschieden,74,0,Master,im Ruhestand,43300,keiner,Tarif D
maennlich,geschieden,63,1,Bachelor,angestellt,73735,Einfamilienhaus,Tarif B
weiblich,verheiratet,64,0,Bachelor,angestellt,100080,Einfamilienhaus,Tarif A
maennlich,verheiratet,61,0,Bachelor,angestellt,76060,keiner,Tarif A
weiblich,verwitwet,60,0,Bachelor,angestellt,49500,keiner,Tarif B
weiblich,ledig,7,0,Keine,kein,0,keiner,ablehnen
weiblich,ledig,10,0,Keine,kein,0,keiner,ablehnen
maennlich,ledig,66,0,Bachelor,arbeitend,33470,keiner,Tarif B
maennlich,geschieden,47,4,Lehre,kein,9100,keiner,Tarif A
maennlich,ledig,13,0,Keine,kein,0,keiner,ablehnen
